month,C,M,yoy_tw_revenue,decision,ruleA,ruleB,ruleM
2010-10-01,0.16164251100584645,2.9109605153667997,0.023746870969513667,2010-11-16,True,True,True
2010-11-01,0.8226084253338748,1.0951970320458604,0.11558426440750824,2010-12-16,True,True,True
2010-12-01,1.1766659260112253,1.8302746201670672,0.1671470611897079,2011-01-16,True,True,True
2011-01-01,0.46525721655448066,0.30361470554863423,0.07068699134987266,2011-02-16,True,True,True
2011-02-01,0.3264276557903876,-0.49618076954348717,0.05227119409119707,2011-03-16,False,True,False
2011-03-01,0.5371007873347416,-0.6395651386764837,0.08138774211361821,2011-04-16,False,True,False
2011-04-01,-0.18824682585310026,-0.6535040424075809,-0.01584525207867815,2011-05-16,False,False,True
2011-05-01,-0.15339034237937124,-0.4798179981697589,-0.011384599351243252,2011-06-16,False,False,True
2011-06-01,0.3931635359097396,-0.14393725142500202,0.061037122774203034,2011-07-16,False,True,False
2011-07-01,1.383898249717639,1.5721450755707393,0.19481177289400886,2011-08-16,True,True,True
2011-08-01,1.9543815285161312,2.1077718708955024,0.2800238175385821,2011-09-16,True,True,True
2011-09-01,0.7961209308194512,0.4029573949097116,0.12519223450971118,2011-10-16,True,True,True
2011-10-01,0.3025909547047581,-1.081307295012881,0.059161167276362336,2011-11-16,False,True,False
2011-11-01,-0.8415130759313729,-2.795894604447504,-0.0950365764093668,2011-12-16,False,False,True
2011-12-01,-0.9786675961395015,-1.7747885269589527,-0.11517643582682968,2012-01-16,False,False,True
2012-01-01,-1.0166015765785295,-1.3191925312832875,-0.12221346507352937,2012-02-16,False,False,True
2012-02-01,-0.1588015201244893,0.6827115558068836,-0.008036578362281555,2012-03-16,False,False,True
2012-03-01,-0.08825478307443768,0.8904128130650638,0.0012207337836613874,2012-04-16,False,False,True
2012-04-01,-0.18539886409264275,0.8312027124858867,-0.011718392882155149,2012-05-16,False,False,True
2012-05-01,-0.35382133158535584,-0.19501981146086653,-0.03405676982801853,2012-06-16,False,False,True
2012-06-01,-0.636355428286938,-0.5481006452125003,-0.07149952926817704,2012-07-16,False,False,True
2012-07-01,-0.40645977814610856,-0.2210609140534658,-0.04217560062931436,2012-08-16,False,False,True
2012-08-01,-0.7126076024267624,-0.3587862708414065,-0.08243313670813712,2012-09-16,False,False,True
2012-09-01,-0.2501297350145478,0.3862256932723902,-0.02337476281075279,2012-10-16,False,False,True
2012-10-01,-0.3818667957890446,0.024592982357063975,-0.040505955298128726,2012-11-16,False,False,True
2012-11-01,-0.675025858927559,0.0375817434992034,-0.07842534445638927,2012-12-16,False,False,True
2012-12-01,-0.15635664949517955,0.09377308551936828,-0.013054529725449071,2013-01-16,False,False,True
2013-01-01,0.704801438278855,1.0866682340678997,0.09583477198532919,2013-02-16,True,True,True
2013-02-01,0.8254386912595362,1.500464550187095,0.11197679693119356,2013-03-16,True,True,True
2013-03-01,1.1956168176082094,1.351973467103389,0.16039424768405186,2013-04-16,True,True,True
2013-04-01,1.0828546807133377,0.3780532424344827,0.14802108179343754,2013-05-16,True,True,True
2013-05-01,1.5473869565910618,0.7219482653315257,0.21017652323561387,2013-06-16,True,True,True
2013-06-01,1.3057002413019596,0.11008342369375024,0.18222549516270337,2013-07-16,True,True,True
2013-07-01,0.87004904700556,-0.21280563370777772,0.12801810677698366,2013-08-16,False,True,False
2013-08-01,1.0971651143080547,-0.4502218422830071,0.15855223071680702,2013-09-16,False,True,False
2013-09-01,1.861380425414935,0.5556801841129755,0.2616285562386649,2013-10-16,True,True,True
2013-10-01,1.9781296552489047,1.1080806082433448,0.2837985971852872,2013-11-16,True,True,True
2013-11-01,2.5556949378770715,1.4585298235690167,0.3739850792298809,2013-12-16,True,True,True
2013-12-01,1.9441697379299745,0.0827893125150394,0.2983182789287522,2014-01-16,True,True,True
2014-01-01,1.2562433376456836,-0.7218863176032211,0.20626695440382137,2014-02-16,False,True,False
2014-02-01,0.6274361200476511,-1.9282588178294202,0.12029097953965096,2014-03-16,False,True,False
2014-03-01,-0.5424108262791666,-2.486580564209141,-0.040820420719919204,2014-04-16,False,False,True
2014-04-01,-0.013178262453633969,-1.2694216000993177,0.03156336723886666,2014-05-16,False,False,True
2014-05-01,-0.16135789635481704,-0.7887940164024682,0.011285262809988428,2014-06-16,False,False,True
2014-06-01,0.30955441740248324,0.8519652436816498,0.07527822504711934,2014-07-16,True,True,True
2014-07-01,0.3103251778222815,0.32350344027591543,0.07560908067047856,2014-08-16,True,True,True
2014-08-01,0.14385324042298547,0.30521113677780254,0.05336927619614151,2014-09-16,True,True,True
2014-09-01,-0.211630967788262,-0.5211853851907452,0.005761288103985018,2014-10-16,False,False,True
2014-10-01,0.08461359800532124,-0.22571157981696022,0.045185056210353514,2014-11-16,False,True,False
2014-11-01,0.6303894453595706,0.48653620493658517,0.11792360947511726,2014-12-16,True,True,True
2014-12-01,0.9186212350951403,1.1302522028834023,0.156999540163121,2015-01-16,True,True,True
2015-01-01,0.8348200384569565,0.7502064404516353,0.14683788183020852,2015-02-16,True,True,True
2015-02-01,0.21366691740770397,-0.4167225279518667,0.06523575906385348,2015-03-16,False,True,False
2015-03-01,0.32478559470123874,-0.5938356403939016,0.08000838109471631,2015-04-16,False,True,False
2015-04-01,-0.2846587780494393,-1.1194788165063958,0.00031842519748992437,2015-05-16,False,False,True
2015-05-01,-0.20558760551553118,-0.4192545229232352,0.010465188064706865,2015-06-16,False,False,True
2015-06-01,-0.4484141591474612,-0.7731997538486999,-0.021253922906280143,2015-07-16,False,False,True
2015-07-01,-0.5698126172377017,-0.2851538391882624,-0.0373314377700692,2015-08-16,False,False,True
2015-08-01,-0.25357454842929117,-0.04798694291375999,0.003148946765599403,2015-09-16,False,False,True
2015-09-01,-0.26269304707857816,0.18572111206888303,0.00182608850309407,2015-10-16,False,False,True
2015-10-01,-0.1966614273474621,0.37315118989023965,0.010128455783551704,2015-11-16,False,False,True
2015-11-01,-0.990567982234399,-0.7369934338051078,-0.09169325090399927,2015-12-16,False,False,True
2015-12-01,-0.6274749552515819,-0.36478190817300377,-0.04609281366481044,2016-01-16,False,False,True
2016-01-01,-0.09587792074100021,0.10078350660646188,0.021135872255770183,2016-02-16,False,False,True
2016-02-01,0.6598296183375678,1.6503976005719667,0.11687760150154913,2016-03-16,True,True,True
2016-03-01,1.408357424622297,2.035832379873879,0.21322143343930633,2016-04-16,True,True,True
2016-04-01,1.171492125897859,1.267370046638859,0.18477564318787598,2016-05-16,True,True,True
2016-05-01,1.252772732114506,0.5929431137769381,0.19673916756668697,2016-06-16,True,True,True
2016-06-01,0.47837946049190483,-0.9299779641303921,0.09887011738580731,2016-07-16,False,True,False
2016-07-01,0.5807639341919436,-0.5907281917059154,0.11220290083931572,2016-08-16,False,True,False
2016-08-01,0.8096647958604704,-0.44310793625403555,0.14172839731706843,2016-09-16,False,True,False
2016-09-01,0.34504451165021754,-0.13333494884168728,0.0834412892223717,2016-10-16,False,True,False
2016-10-01,-0.24421824174040832,-0.8249821759323519,0.00940792083919928,2016-11-16,False,False,True
2016-11-01,0.03445281420158832,-0.775211981658882,0.04424652178473676,2016-12-16,False,True,False
2016-12-01,0.0804214927546802,-0.26462301889553735,0.05000685488012646,2017-01-16,False,True,False
2017-01-01,-0.5005456055365144,-0.2563273637961061,-0.02232329246538356,2017-02-16,False,False,True
2017-02-01,-1.0324728676367534,-1.0669256818383417,-0.0890969066536943,2017-03-16,False,False,True
2017-03-01,-0.9877247391999144,-1.0681462319545947,-0.08448046069099457,2017-04-16,False,False,True
2017-04-01,-0.6179334660787267,-0.11738786054221229,-0.039148565043747974,2017-05-16,False,False,True
2017-05-01,-0.9391609153856597,0.09331195225109368,-0.07959443994915993,2017-06-16,False,False,True
2017-06-01,-0.669703194173704,0.3180215450262104,-0.04680725740504943,2017-07-16,False,False,True
2017-07-01,-0.057913259095975236,0.5600202069827515,0.028458226426476996,2017-08-16,False,False,True
2017-08-01,-0.5019082217749742,0.43725269361068553,-0.02626242845199611,2017-09-16,False,False,True
2017-09-01,-0.20858103935455022,0.46112215481915386,0.009510226356157059,2017-10-16,False,False,True
2017-10-01,-0.08114613948603597,-0.02323288039006073,0.025003490374024828,2017-11-16,False,False,True
2017-11-01,0.6915838404880775,1.1934920622630516,0.11927101133532902,2017-12-16,True,True,True
2017-12-01,0.274938203135346,0.4835192424898962,0.06890204930402422,2018-01-16,True,True,True
2018-01-01,0.5330385233823822,0.6141846628684182,0.10036956974450617,2018-02-16,True,True,True
2018-02-01,0.5923968147266496,-0.0991870257614279,0.10785781580443765,2018-03-16,False,True,False
2018-03-01,0.5650302353450555,0.29009203220970947,0.10487786660252918,2018-04-16,True,True,True
2018-04-01,0.7561619226683921,0.22312339928600988,0.12829231250091766,2018-05-16,True,True,True
2018-05-01,0.7804868354573171,0.1880900207306675,0.13172038548283327,2018-06-16,True,True,True
2018-06-01,0.7057461337987085,0.14071589845365307,0.12321098057533364,2018-07-16,True,True,True
2018-07-01,-0.2312170614197799,-0.987378984088172,0.011244859564124354,2018-08-16,False,False,True
2018-08-01,0.08433009186106404,-0.6961567435962531,0.048832545933446214,2018-09-16,False,True,False
2018-09-01,1.0473706475393834,0.3416245137406748,0.16393589737490366,2018-10-16,True,True,True
2018-10-01,1.3884997080192503,1.6197167694390302,0.20602677605461972,2018-11-16,True,True,True
2018-11-01,0.716788923286169,0.6324588314251051,0.12649694355534957,2018-12-16,True,True,True
2018-12-01,-0.2213829462692993,-1.2687535938086827,0.014914318690020245,2019-01-16,False,False,True
2019-01-01,0.047367407236010566,-1.3411323007832396,0.046771526074000036,2019-02-16,False,True,False
2019-02-01,0.3932513691177783,-0.32353755416839075,0.0877877443404329,2019-03-16,False,True,False
2019-03-01,0.49100746653092897,0.7123904128002283,0.09952890749548726,2019-04-16,True,True,True
2019-04-01,-0.1163781444232861,-0.16374555165929666,0.028131019725876616,2019-05-16,False,False,True
2019-05-01,0.08447376237093572,-0.30877760674684257,0.05168362374907942,2019-06-16,False,True,False
2019-06-01,0.41012894450385884,-0.08087852202707013,0.08987532461840209,2019-07-16,False,True,False
2019-07-01,0.6080712659035105,0.7244494103267966,0.11322468959482768,2019-08-16,True,True,True
2019-08-01,0.047241666038806605,-0.037232096332129115,0.04807082034347876,2019-09-16,False,True,False
2019-09-01,-0.8378419732366549,-1.2479709177405138,-0.05497070867807752,2019-10-16,False,False,True
2019-10-01,-0.9654821352919324,-1.5735534011954428,-0.07040753692126567,2019-11-16,False,False,True
2019-11-01,-0.7770419670591745,-0.8242836330979811,-0.0490415380018544,2019-12-16,False,False,True
2019-12-01,0.5271539490866289,1.364995922323284,0.10192845696260688,2020-01-16,True,True,True
2020-01-01,0.7501932013896433,1.7156753366815756,0.12805719280987438,2020-02-16,True,True,True
2020-02-01,0.7730769879614452,1.5501189550206198,0.13111854307376714,2020-03-16,True,True,True
2020-03-01,0.13390809239772547,-0.39324585668890344,0.057638407508183276,2020-04-16,False,True,False
2020-04-01,0.16019423598819277,-0.5899989654014506,0.06070873512437713,2020-05-16,False,True,False
2020-05-01,0.10265609790412704,-0.6704208900573182,0.05416293378256842,2020-06-16,False,True,False
2020-06-01,-0.3797744933596779,-0.5136825857574033,-0.0009943786999143667,2020-07-16,False,False,True
2020-07-01,-0.4201465852853483,-0.580340821273541,-0.005749282608773831,2020-08-16,False,False,True
2020-08-01,-0.008075328238239593,-0.11073142614236663,0.04100792705426759,2020-09-16,False,False,True
2020-09-01,0.6265785964658557,1.0063530898255335,0.11309999642110902,2020-10-16,True,True,True
2020-10-01,0.628585320963157,1.0487319062485052,0.11360903096103425,2020-11-16,True,True,True
2020-11-01,0.19862313615349458,0.20669846439173417,0.06519466813068187,2020-12-16,True,True,True
2020-12-01,1.1312953581429617,0.504716761677106,0.1708932223700279,2021-01-16,True,True,True
2021-01-01,1.2139884311961588,0.5854031102330018,0.18115432473257775,2021-02-16,True,True,True
2021-02-01,1.4659498958066257,1.2673267596531312,0.2110155892333423,2021-03-16,True,True,True
2021-03-01,1.2190325310077503,0.08773717286478866,0.18405634772571866,2021-04-16,True,True,True
2021-04-01,1.7461842630118538,0.532195831815695,0.2459820415188545,2021-05-16,True,True,True
2021-05-01,1.5170542069180295,0.05110431111140379,0.2214735770964822,2021-06-16,True,True,True
2021-06-01,1.2504938117650453,0.03146128075729493,0.1920162640455001,2021-07-16,True,True,True
2021-07-01,0.8301784068068601,-0.9160058562049938,0.1443398332131003,2021-08-16,False,True,False
2021-08-01,0.9193089598365282,-0.5977452470815013,0.15505911149209073,2021-09-16,False,True,False
2021-09-01,0.3044012396479772,-0.9460925721170681,0.08486095010539074,2021-10-16,False,True,False
2021-10-01,0.4389631509789978,-0.39121525582786226,0.10036626285420058,2021-11-16,False,True,False
2021-11-01,0.5719225619607694,-0.34738639787575876,0.11572616830377447,2021-12-16,False,True,False
2021-12-01,-0.45027618735903063,-0.7546774270070078,-0.0005542037331941474,2022-01-16,False,False,True
2022-01-01,-0.931889899040324,-1.370853050019322,-0.055668706539991675,2022-02-16,False,False,True
2022-02-01,-0.8143872838416482,-1.3863098458024177,-0.042755368107572744,2022-03-16,False,False,True
2022-03-01,0.006896152884585053,0.4571723402436157,0.05023192211650929,2022-04-16,True,True,True
2022-04-01,-0.02510235955424745,0.9067875394860766,0.04661121336954199,2022-05-16,False,False,True
2022-05-01,-0.24057712886568458,0.5738101549759635,0.02226850580450268,2022-06-16,False,False,True
2022-06-01,0.2755618780365117,0.26866572515192666,0.08034564794941645,2022-07-16,True,True,True
2022-07-01,0.5069336223948064,0.5320359819490539,0.10646197906913923,2022-08-16,True,True,True
2022-08-01,0.2706484126234243,0.5112255414891089,0.0801087601543744,2022-09-16,True,True,True
2022-09-01,0.3289983861535004,0.05343650811698869,0.08672376151803096,2022-10-16,True,True,True
2022-10-01,0.5965883811411452,0.08965475874633877,0.11674934639408585,2022-11-16,True,True,True
2022-11-01,1.0106053926228815,0.7399569799994572,0.16335044811252253,2022-12-16,True,True,True
2022-12-01,0.16169800062316256,-0.16730038553033785,0.06900545404547942,2023-01-16,False,True,False
2023-01-01,0.1931995711181214,-0.40338881002302385,0.07255435100426699,2023-02-16,False,True,False
2023-02-01,0.31246555969393125,-0.6981398329289503,0.08584491370720349,2023-03-16,False,True,False
2023-03-01,1.19687104595543,1.0351730453322674,0.18428407010313808,2023-04-16,True,True,True
2023-04-01,1.4133924929568864,1.220192921838765,0.2093672904650452,2023-05-16,True,True,True
2023-05-01,1.180091152360692,0.8676255926667609,0.18427952978899165,2023-06-16,True,True,True
2023-06-01,0.6406225136017865,-0.5562485323536435,0.12468765286003958,2023-07-16,False,True,False
2023-07-01,0.9666965281553976,-0.44669596480148877,0.16130057320404445,2023-08-16,False,True,False
2023-08-01,1.1459993328879001,-0.03409181947279194,0.18186144613056854,2023-09-16,False,True,False
2023-09-01,1.4661302148244402,0.8255077012226537,0.21856786923741933,2023-10-16,True,True,True
2023-10-01,1.084845663281159,0.1181491351257613,0.1768190988267202,2023-11-16,True,True,True
2023-11-01,1.0178263631936653,-0.12817296969423486,0.16991268308616725,2023-12-16,False,True,False
2023-12-01,1.682194523782719,0.21606430895827877,0.2454846895882945,2024-01-16,True,True,True
2024-01-01,1.8859558335236657,0.8011101702425067,0.2705143862203665,2024-02-16,True,True,True
2024-02-01,1.640866411619875,0.6230400484262097,0.24457639321526026,2024-03-16,True,True,True
2024-03-01,0.9153006584619161,-0.7668938653208028,0.16316633346740472,2024-04-16,False,True,False
2024-04-01,0.6256615276391456,-1.26029430588452,0.1307304262549418,2024-05-16,False,True,False
2024-05-01,0.7144706836247039,-0.9263957279951711,0.1410096061454129,2024-06-16,False,True,False
2024-06-01,1.0264888940938917,0.11118823563197555,0.17664902331961385,2024-07-16,True,True,True
2024-07-01,1.0432547949438762,0.41759326730473056,0.17909375000683525,2024-08-16,True,True,True
2024-08-01,0.9123620069934522,0.19789132336874826,0.16479162196456643,2024-09-16,True,True,True
2024-09-01,0.8052560200156148,-0.22123287407827685,0.15308067355787003,2024-10-16,False,True,False
2024-10-01,0.7241793118620345,-0.31907548308184164,0.1442463514686052,2024-11-16,False,True,False
2024-11-01,0.6628617485608407,-0.24950025843261148,0.13760090547066217,2024-12-16,False,True,False
2024-12-01,0.7726255399588968,-0.03263048005671798,0.1502162334410706,2025-01-16,False,True,False
2025-01-01,0.6950058123364784,-0.029173499525556146,0.14177560762172647,2025-02-16,False,True,False
2025-02-01,0.8354227797078262,0.1725610311469855,0.15783850144888367,2025-03-16,True,True,True
2025-03-01,0.28020730918911624,-0.4924182307697806,0.09582293498194461,2025-04-16,False,True,False
2025-04-01,0.15598323234387504,-0.5390225799926034,0.08199788012627462,2025-05-16,False,True,False
2025-05-01,0.39441369694950523,-0.44100908275832096,0.10866062922681397,2025-06-16,False,True,False
2025-06-01,0.8933122605936559,0.6131049514045397,0.16450528191778835,2025-07-16,True,True,True
2025-07-01,0.9080035809258048,0.7520203485819298,0.16653484806464558,2025-08-16,True,True,True
2025-08-01,0.6948601061004329,0.3004464091509277,0.1431060884896238,2025-09-16,True,True,True
2025-09-01,0.2343015589201802,-0.6590107016734756,0.0920663197324485,2025-10-16,False,True,False
2025-10-01,0.10415495526573758,-0.8038486256600672,0.07768066724992972,2025-11-16,False,True,False
2025-11-01,-0.03374755075293442,-0.7286076568533674,0.06243587921365479,2025-12-16,False,False,True
2025-12-01,0.2407295223665671,0.006427963446386908,0.09275771527831345,2026-01-16,True,True,True
2026-01-01,0.42095760658907805,0.31680265132334046,0.11270365751767897,2026-02-16,True,True,True
2026-02-01,0.17418590066670425,0.20793345141963868,0.08563762317583001,2026-03-16,True,True,True
2026-03-01,0.2427405521217248,0.002011029755157684,0.09321127501100412,2026-04-16,True,True,True
2026-04-01,0.4351613178530965,0.014203711264018426,0.11438085426713651,2026-05-16,True,True,True
2026-05-01,0.34348236479812816,0.1692964641314239,0.10445358862033771,2026-06-16,True,True,True
2026-06-01,-0.3393268954648764,-0.5820674475866012,0.029925593127539063,2026-07-16,False,False,True
2026-07-01,-0.7067356952182963,-1.1418970130713928,-0.010294369806086778,2026-08-16,False,False,True
2026-08-01,-0.5889456074045383,-0.9324279722026665,0.0023355441646177866,2026-09-16,False,False,True
