month,C,M,yoy_tw_revenue,decision,ruleA,ruleB,ruleM
2013-05-01,0.4109514596948636,1.8339828102056872,0.1575443947689963,2013-06-16,True,True,True
2013-06-01,0.823748065576496,1.5935485472039745,0.23643182805613572,2013-07-16,True,True,True
2013-07-01,0.7922869274563972,1.353120920471354,0.23191508360006252,2013-08-16,True,True,True
2013-08-01,0.47305387388811604,0.062102414193252464,0.17289759874024901,2013-09-16,True,True,True
2013-09-01,0.01732041433917177,-0.8064276512373243,0.08817415557740915,2013-10-16,False,True,False
2013-10-01,0.19006981539754228,-0.6022171120588549,0.12031458249993832,2013-11-16,False,True,False
2013-11-01,0.15684656872291192,-0.3162073051652041,0.11436250007572446,2013-12-16,False,True,False
2013-12-01,0.8585218169579123,0.8412014026187405,0.24420283207805382,2014-01-16,True,True,True
2014-01-01,0.5949822335648901,0.4049124181673478,0.19683415084094946,2014-02-16,True,True,True
2014-02-01,0.4649248309978023,0.3080782622748904,0.17369239044468587,2014-03-16,True,True,True
2014-03-01,-0.22841586722616652,-1.0869376841840788,0.04775395566698637,2014-04-16,False,False,True
2014-04-01,-0.31880055554359993,-0.91378278910849,0.031123547474355195,2014-05-16,False,False,True
2014-05-01,-0.3154824205362291,-0.7804072515340315,0.031404835031488165,2014-06-16,False,False,True
2014-06-01,-0.7141714122153436,-0.4857555449891771,-0.040834556168459435,2014-07-16,False,False,True
2014-07-01,-0.8516449859740985,-0.5328444304304987,-0.06665993802374304,2014-08-16,False,False,True
2014-08-01,-1.0493034721347243,-0.7338210515984952,-0.10381354607516569,2014-09-16,False,False,True
2014-09-01,-0.9321550914182803,-0.2179836792029367,-0.084467382710254,2014-10-16,False,False,True
2014-10-01,-0.7999433057878071,0.0517016801862914,-0.06205906671027084,2014-11-16,False,False,True
2014-11-01,-0.5254165569089891,0.5238869152257352,-0.013829407974473629,2014-12-16,False,False,True
2014-12-01,-0.3125279329214263,0.619627158496854,0.023594783550644705,2015-01-16,False,False,True
2015-01-01,-0.4258258520373645,0.37411745375044264,0.0031964430725857085,2015-02-16,False,False,True
2015-02-01,-0.4274548653676233,0.09796169154136586,0.0024983016433985927,2015-03-16,False,False,True
2015-03-01,-0.5088427147446186,-0.19631478182319234,-0.012262297424417423,2015-04-16,False,False,True
2015-04-01,-0.211351585253996,0.2144742667833685,0.0394515005873628,2015-05-16,False,False,True
2015-05-01,-0.3816682611960502,0.0457866041715731,0.009532850437848461,2015-06-16,False,False,True
2015-06-01,-0.05720995121664604,0.45163276352797255,0.06561315507246346,2015-07-16,False,False,True
2015-07-01,0.3406138021621246,0.5519653874161206,0.13440844103789007,2015-08-16,True,True,True
2015-08-01,0.8871862617776541,1.2688545229737043,0.22936221893679232,2015-09-16,True,True,True
2015-09-01,0.9562536007642995,1.0134635519809456,0.2425784913995821,2015-10-16,True,True,True
2015-10-01,0.5102113417023789,0.1695975395402543,0.16664604655187576,2015-11-16,True,True,True
2015-11-01,0.6165535172070173,-0.2706327445706368,0.1854282663159974,2015-12-16,False,True,False
2015-12-01,0.49602792910199256,-0.460225671662307,0.16535041606456136,2016-01-16,False,True,False
2016-01-01,1.0036915740122005,0.49348023230982163,0.25298043949234383,2016-02-16,True,True,True
2016-02-01,1.1344044549936068,0.5178509377865894,0.27703379017255303,2016-03-16,True,True,True
2016-03-01,0.9266528040653672,0.43062487496337465,0.24294466183408603,2016-04-16,True,True,True
2016-04-01,0.4031737505498092,-0.6005178234623914,0.1543440280707007,2016-05-16,False,True,False
2016-05-01,0.4112087103774466,-0.7231957446161601,0.1560355117922656,2016-06-16,False,True,False
2016-06-01,0.7697758021080244,-0.15687700195734278,0.21737024677739814,2016-07-16,False,True,False
2016-07-01,0.8296742620414833,0.4265005114916741,0.22841119274486732,2016-08-16,True,True,True
2016-08-01,0.588476076775605,0.17726736639815838,0.18836680565619535,2016-09-16,True,True,True
2016-09-01,0.42229330544359067,-0.34748249666443376,0.16081302757997484,2016-10-16,False,True,False
2016-10-01,0.375189551552611,-0.4544847104888723,0.1532153440068067,2016-11-16,False,True,False
2016-11-01,0.1549597228748164,-0.4335163539007886,0.11661190291005985,2016-12-16,False,True,False
2016-12-01,0.19223860925150038,-0.2300546961920903,0.12292859451961591,2017-01-16,False,True,False
2017-01-01,0.16971079222427696,-0.20547875932833407,0.119312280363701,2017-02-16,False,True,False
2017-02-01,0.3183080236080085,0.16334830073319206,0.14401900927809597,2017-03-16,True,True,True
2017-03-01,1.066507504032754,0.8742688947812537,0.2683193891617892,2017-04-16,True,True,True
2017-04-01,1.310879541087704,1.1411687488634272,0.310697688260132,2017-05-16,True,True,True
2017-05-01,1.0206476918074516,0.7023396681994432,0.2641609448008193,2017-06-16,True,True,True
2017-06-01,-0.07300983176716876,-1.1395173357999229,0.08387412094274138,2017-07-16,False,False,True
2017-07-01,-0.5180169726490114,-1.8288965137367155,0.010409707571285454,2017-08-16,False,False,True
2017-08-01,-0.37341393392644145,-1.3940616257338931,0.03383682228171225,2017-09-16,False,False,True
2017-09-01,0.015434699575299686,0.08844453134246844,0.09732219871860548,2017-10-16,True,True,True
2017-10-01,0.5671125735854449,1.0851295462344561,0.18748910980474243,2017-11-16,True,True,True
2017-11-01,0.6225393606617431,0.9959532945881846,0.19698135726200205,2017-12-16,True,True,True
2017-12-01,0.5573362859388288,0.5419015863635291,0.18684286896153846,2018-01-16,True,True,True
2018-01-01,0.45319754289847425,-0.11391503068697062,0.17033326385911907,2018-02-16,False,True,False
2018-02-01,0.6130365390462255,-0.009502821615517631,0.19654879490388333,2018-03-16,False,True,False
2018-03-01,-0.17964338575910813,-0.7369796716979369,0.06906392233951864,2018-04-16,False,False,True
2018-04-01,-0.7596456051842054,-1.2128431480826798,-0.024488915523583232,2018-05-16,False,False,True
2018-05-01,-0.7778051274112554,-1.3908416664574808,-0.028076596150891864,2018-06-16,False,False,True
2018-06-01,-0.06905334319312571,0.11059004256598241,0.0850805837088735,2018-07-16,False,False,True
2018-07-01,0.44596037199388405,1.2056059771780894,0.16734037455346007,2018-08-16,True,True,True
2018-08-01,0.8233244682471579,1.6011295956584133,0.22797818504870326,2018-09-16,True,True,True
2018-09-01,0.8631229997951936,0.9321763429883193,0.23508587094173872,2018-10-16,True,True,True
2018-10-01,1.339068955368385,0.8931085833745009,0.31247224422726383,2018-11-16,True,True,True
2018-11-01,0.9040386345418557,0.08071416629469785,0.24422298905342932,2018-12-16,True,True,True
2018-12-01,0.9666502037191155,0.1035272039239219,0.25513655504326116,2019-01-16,True,True,True
2019-01-01,0.6599924423141346,-0.6790765130542504,0.20694605330106874,2019-02-16,False,True,False
2019-02-01,0.18862370866271022,-0.7154149258791456,0.13235862197844206,2019-03-16,False,True,False
2019-03-01,0.424840203080361,-0.5418100006387545,0.16992215709854963,2019-04-16,False,True,False
2019-04-01,1.2074440052694262,0.5474515629552916,0.29471012726636925,2019-05-16,True,True,True
2019-05-01,1.9217177443730487,1.7330940357103384,0.41199681017737677,2019-06-16,True,True,True
2019-06-01,1.5619169238534811,1.13707672077312,0.3574554515301036,2019-07-16,True,True,True
2019-07-01,1.1913422144315202,-0.01610179083790597,0.29965185790577675,2019-08-16,False,True,False
2019-08-01,1.2494681854282603,-0.6722495589447883,0.3105610305811586,2019-09-16,False,True,False
2019-09-01,1.7872052192156793,0.2252882953621982,0.4005853075032475,2019-10-16,True,True,True
2019-10-01,1.4985894367020163,0.30724722227049606,0.3564079446304971,2019-11-16,True,True,True
2019-11-01,0.8904642998463933,-0.359003885581867,0.2585955657232639,2019-12-16,False,True,False
2019-12-01,-0.12961282533933963,-1.916818044555019,0.09323632633494805,2020-01-16,False,False,True
2020-01-01,-0.6275543277991205,-2.126143764501137,0.012365165136077882,2020-02-16,False,False,True
2020-02-01,-0.513364538213033,-1.4038288380594262,0.030467800505399767,2020-03-16,False,False,True
2020-03-01,-0.40334709921218476,-0.2737342738728451,0.04794699336312136,2020-04-16,False,False,True
2020-04-01,-0.42580882278525745,0.201745505013863,0.04410402466608243,2020-05-16,False,False,True
2020-05-01,-1.0206015433096998,-0.5072370050966668,-0.052116917787821126,2020-06-16,False,False,True
2020-06-01,-0.9900433163008254,-0.5866962170886407,-0.048143894028426115,2020-07-16,False,False,True
2020-07-01,-0.9949212076091495,-0.569112384823892,-0.0498492323954669,2020-08-16,False,False,True
2020-08-01,-0.9705649456360136,0.05003659767368618,-0.04682352998746009,2020-09-16,False,False,True
2020-09-01,-1.2476764578326895,-0.2576331415318641,-0.09266819664339598,2020-10-16,False,False,True
2020-10-01,-1.1777966252039331,-0.18287541759478365,-0.0827570269173471,2020-11-16,False,False,True
2020-11-01,-0.5887583137028847,0.3818066319331289,0.01145319406836709,2020-12-16,False,False,True
2020-12-01,0.07601367907052015,1.3236901369032097,0.11801948624025638,2021-01-16,True,True,True
2021-01-01,0.5660523711798935,1.7438489963838266,0.19666346821461067,2021-02-16,True,True,True
2021-02-01,0.4657371182620281,1.054495431964913,0.18091490585022285,2021-03-16,True,True,True
2021-03-01,0.20979177508726604,0.1337780960167459,0.14027783635226232,2021-04-16,True,True,True
2021-04-01,0.025689006082824855,-0.5403633650970686,0.1110672817858942,2021-05-16,False,True,False
2021-05-01,0.29975907875614,-0.16597803950588813,0.15459011780808907,2021-06-16,False,True,False
2021-06-01,-0.1362869739397547,-0.34607874902702074,0.08568324723480614,2021-07-16,False,False,True
2021-07-01,-0.23200856809193252,-0.25769757417475736,0.07050634227933594,2021-08-16,False,False,True
2021-08-01,-0.4330805524494076,-0.7328396312055476,0.0387084306411154,2021-09-16,False,False,True
2021-09-01,-0.4041202116834436,-0.2678332377436889,0.043049821793771814,2021-10-16,False,False,True
2021-10-01,-0.2827765910355101,-0.0507680229435776,0.06189648956958038,2021-11-16,False,False,True
2021-11-01,-0.42059879203781725,0.012481760411590326,0.040194845512196764,2021-12-16,False,False,True
2021-12-01,-0.2186716475100835,0.1854485641733601,0.0715281932487104,2022-01-16,False,False,True
2022-01-01,-0.12575037628234764,0.15702621475316247,0.08590175622835083,2022-02-16,False,False,True
2022-02-01,-0.14037868434718206,0.2802201076906352,0.08357903816606416,2022-03-16,False,False,True
2022-03-01,0.39538508526823823,0.6140567327783217,0.16650703871921624,2022-04-16,True,True,True
2022-04-01,0.42984256745385113,0.5555929437361988,0.17201952093923856,2022-05-16,True,True,True
2022-05-01,0.792960782972222,0.933339467319404,0.22837083919905155,2022-06-16,True,True,True
2022-06-01,1.2484464419791983,0.8530613567109601,0.299613384233232,2022-07-16,True,True,True
2022-07-01,1.7773492047922053,1.3475066373383542,0.38392928127594983,2022-08-16,True,True,True
2022-08-01,1.4427890834171597,0.6498283004449378,0.3339265875030877,2022-09-16,True,True,True
2022-09-01,1.1848475813754131,-0.06359886060378517,0.29502733369716605,2022-10-16,False,True,False
2022-10-01,0.8277797514471131,-0.9495694533450921,0.24011346189224336,2022-11-16,False,True,False
2022-11-01,1.0873970038242895,-0.3553920795928702,0.28132870778900654,2022-12-16,False,True,False
2022-12-01,0.8815678859957505,-0.3032796953796626,0.24997580590344137,2023-01-16,False,True,False
2023-01-01,0.5944063989998692,-0.2333733524472439,0.20572152202405491,2023-02-16,False,True,False
2023-02-01,0.9669220307826218,-0.12047497304166765,0.26415253193978305,2023-03-16,False,True,False
2023-03-01,0.38025290649517396,-0.5013149795005766,0.1734353242475153,2023-04-16,False,True,False
2023-04-01,0.21989455115221512,-0.3745118478476541,0.1487325584863961,2023-05-16,False,True,False
2023-05-01,-0.5453009601939393,-1.5122229909765612,0.03045458583098748,2023-06-16,False,False,True
2023-06-01,-0.5935550357584221,-0.973807942253596,0.02272735868063247,2023-07-16,False,False,True
2023-07-01,-0.5612817708654305,-0.7811763220176456,0.027416458902130625,2023-08-16,False,False,True
2023-08-01,-0.29661039339312134,0.2486905668008179,0.06791767765949341,2023-09-16,False,False,True
2023-09-01,-0.31983139158795526,0.2737236441704668,0.06423379879444413,2023-10-16,False,False,True
2023-10-01,-0.296469313950382,0.2648124569150485,0.06768747072092696,2023-11-16,False,False,True
2023-11-01,-0.5353137446663974,-0.23870335127327602,0.03102231503084263,2023-12-16,False,False,True
2023-12-01,-0.7748463809098503,-0.455014989321895,-0.005882320496501614,2024-01-16,False,False,True
2024-01-01,-0.968534002618358,-0.672064688667976,-0.036006171372087614,2024-02-16,False,False,True
2024-02-01,-1.1884666221786593,-0.6531528775122619,-0.0704670322462152,2024-03-16,False,False,True
2024-03-01,-0.8733146002580957,-0.09846821934824546,-0.023041784214185235,2024-04-16,False,False,True
2024-04-01,-0.5594603144727821,0.4090736881455759,0.024445993362630425,2024-05-16,False,False,True
2024-05-01,0.32545946021584427,1.5139260823945035,0.15897479189431163,2024-06-16,True,True,True
2024-06-01,0.6205619466897837,1.4938765469478794,0.2040006393265541,2024-07-16,True,True,True
2024-07-01,0.6615685989622629,1.221028913435045,0.2105340484438225,2024-08-16,True,True,True
2024-08-01,0.5107885224210007,0.18532906220515644,0.18796101580754265,2024-09-16,True,True,True
2024-09-01,0.8148140271206755,0.19425208043089182,0.23430305191601142,2024-10-16,True,True,True
2024-10-01,1.4467254041049142,0.7851568051426513,0.3311187717284947,2024-11-16,True,True,True
2024-11-01,2.4267895000981636,1.916000977677163,0.4850469616771278,2024-12-16,True,True,True
2024-12-01,3.572011292536393,2.7571972654157175,0.6776068744475143,2025-01-16,True,True,True
2025-01-01,4.455614360043931,3.008888955939017,0.8510839543568947,2025-02-16,True,True,True
2025-02-01,5.148493315877022,2.721703815778858,1.0211616525000924,2025-03-16,True,True,True
2025-03-01,5.5083574082588145,1.9363461157224213,1.1575494189496958,2025-04-16,True,True,True
2025-04-01,5.766375877575087,1.310761517531156,1.2966541186524947,2025-05-16,True,True,True
2025-05-01,4.978158415456065,-0.1703349004209569,1.199128859133599,2025-06-16,False,True,False
2025-06-01,5.461380484363221,-0.046976923895593714,1.388542888333013,2025-07-16,False,True,False
2025-07-01,5.27595102578002,-0.49042485179506734,1.428774573915614,2025-08-16,False,True,False
2025-08-01,5.655011520922982,0.6768531054669173,1.6294853056553653,2025-09-16,True,True,True
2025-09-01,4.883872138641475,-0.5775083457217454,1.501943940006869,2025-10-16,False,True,False
2025-10-01,4.16603745780554,-1.1099135679744796,1.3522932717956082,2025-11-16,False,True,False
2025-11-01,3.065083841208897,-2.589927679714085,1.0586501780067747,2025-12-16,False,True,False
2025-12-01,2.238254518370536,-2.6456176202709396,0.8272377701893325,2026-01-16,False,True,False
2026-01-01,1.8287225521863337,-2.3373149056192064,0.7123814298894231,2026-02-16,False,True,False
2026-02-01,1.8417594918491487,-1.2233243493597485,0.7212492512086335,2026-03-16,False,True,False
2026-03-01,1.5060459424926853,-0.7322085758778505,0.6251043891246901,2026-04-16,False,True,False
2026-04-01,1.3103369365913706,-0.5183856155949631,0.5693204360615762,2026-05-16,False,True,False
2026-05-01,1.1040481575083054,-0.7377113343408432,0.5096158804527755,2026-06-16,False,True,False
2026-06-01,1.2921382634072818,-0.21390767908540353,0.5675710806390726,2026-07-16,False,True,False
2026-07-01,1.4900395518429914,0.1797026152516208,0.6293478411482536,2026-08-16,True,True,True
2026-08-01,1.500731305016256,0.39668314750795064,0.6355252893190382,2026-09-16,True,True,True
